0.18,568.0,2.0,204.0,21.0168113708,2733.0,0,8949.0,56587.0,1192.0,474.1,5.0,62727.0,259521,23070449,83,411,13,29360128,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5628,0,0,0,31,5,0,0,20,0,18,0,6375777,4742721536,11047,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,36.0,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29550018831.0,req_active,8699819.0,read_bytes,1.40220489318e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28286869722.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262075487.0,req_active,52856716.0,mds_getattr,936.0,mds_getattr_lock,204826986.0,mds_close,1915606009.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588051.0,obd_ping,394928.0,seq_query,75384.0,close,1884582.0,create,16.0,getattr,4.0,intent_lock,12456766.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:43 2020
0.16,847.5,4.0,204.0,87.1318788528,11203.0,0,8949.0,56587.0,4484.0,707.1,3.0,62727.0,357960,92802865,130,949,14,95420416,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5668,0,0,0,33,12,0,0,20,0,18,0,6375777,4742721536,11057,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,22.5,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29550602430.0,req_active,8700160.0,read_bytes,1.40227095347e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28287453321.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262077535.0,req_active,52856722.0,mds_getattr,936.0,mds_getattr_lock,204827680.0,mds_close,1915606535.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588051.0,obd_ping,394928.0,seq_query,75384.0,close,1884584.0,create,16.0,getattr,4.0,intent_lock,12456776.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:44 2020
0.16,24.5,2.0,208.0,111.614221573,14331.0,0,8949.0,56587.0,5733.0,20.4,3.0,62727.0,259521,117969393,224,1143,16,125829120,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5718,0,0,0,33,16,0,0,20,0,18,0,6375777,4742721536,11073,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,12.2,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29550917218.0,req_active,8700349.0,read_bytes,1.40230136218e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28287768109.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262079744.0,req_active,52856728.0,mds_getattr,936.0,mds_getattr_lock,204828431.0,mds_close,1915607119.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588051.0,obd_ping,394928.0,seq_query,75384.0,close,1884586.0,create,16.0,getattr,4.0,intent_lock,12456786.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:45 2020
0.16,15.7,1.0,208.0,112.237235069,14412.0,0,8949.0,56587.0,5787.0,13.1,1.0,62727.0,357960,118755825,269,1149,17,125829120,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5746,0,0,0,33,16,0,0,20,0,18,0,6375777,4742721536,11083,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,9.8,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29550917218.0,req_active,8700349.0,read_bytes,1.40230136218e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28287768109.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262081593.0,req_active,52856734.0,mds_getattr,936.0,mds_getattr_lock,204828929.0,mds_close,1915607640.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588051.0,obd_ping,394928.0,seq_query,75384.0,close,1884588.0,create,16.0,getattr,4.0,intent_lock,12456796.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:46 2020
0.16,1289.0,5.0,204.0,123.703980446,15885.0,0,8949.0,56587.0,6380.0,1075.0,3.0,62727.0,0,130946225,315,1244,18,142606336,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5771,0,0,0,33,18,0,0,20,0,18,0,6375777,4742721536,11092,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,8.5,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29551112257.0,req_active,8700457.0,read_bytes,1.40231813939e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28287963148.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262083445.0,req_active,52856740.0,mds_getattr,936.0,mds_getattr_lock,204829429.0,mds_close,1915608161.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588051.0,obd_ping,394928.0,seq_query,75384.0,close,1884590.0,create,16.0,getattr,4.0,intent_lock,12456806.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:47 2020
0.16,16.2,2.0,212.0,138.637176514,17919.0,0,8949.0,56587.0,7151.0,13.5,1.0,62727.0,465348,146544497,362,1365,19,160432128,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5801,0,0,0,34,20,0,0,20,0,18,0,6375777,4742721536,11103,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,7.7,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29551304583.0,req_active,8700574.0,read_bytes,1.40233596518e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28288155474.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262085655.0,req_active,52856747.0,mds_getattr,936.0,mds_getattr_lock,204830013.0,mds_close,1915608675.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588441.0,obd_ping,394928.0,seq_query,75384.0,close,1884592.0,create,16.0,getattr,4.0,intent_lock,12456816.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:48 2020
0.16,1198.9,4.0,204.0,222.844651222,28727.0,0,8949.0,56587.0,11459.0,1001.3,3.0,62727.0,527991,235149169,409,2041,20,249561088,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5830,0,0,0,35,30,0,0,20,0,18,0,6375777,4742721536,11112,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,8.1,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29552268342.0,req_active,8701155.0,read_bytes,1.40242509414e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28289119233.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262087808.0,req_active,52856753.0,mds_getattr,936.0,mds_getattr_lock,204830663.0,mds_close,1915609386.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588441.0,obd_ping,394928.0,seq_query,75384.0,close,1884594.0,create,16.0,getattr,4.0,intent_lock,12456826.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:49 2020
0.16,2716.5,8.0,204.0,282.935881615,36559.0,0,8949.0,56587.0,14374.0,2263.8,3.0,62727.0,349011,297801585,456,2519,21,320864256,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5861,0,0,0,37,35,0,0,20,0,18,0,6375777,4742721536,11123,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,8.0,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29553039900.0,req_active,8701618.0,read_bytes,1.40249639731e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28289890791.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262089630.0,req_active,52856759.0,mds_getattr,936.0,mds_getattr_lock,204831178.0,mds_close,1915609900.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588441.0,obd_ping,394928.0,seq_query,75384.0,close,1884596.0,create,16.0,getattr,4.0,intent_lock,12456836.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:50 2020
0.16,486.7,2.0,204.0,295.4388237,38156.0,0,8949.0,56587.0,14928.0,405.6,3.0,62727.0,393756,310909489,502,2621,22,320864256,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5887,0,0,0,38,36,0,0,20,0,18,0,6375777,4742721536,11133,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,7.4,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29553039900.0,req_active,8701618.0,read_bytes,1.40249639731e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28289890791.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262091559.0,req_active,52856765.0,mds_getattr,936.0,mds_getattr_lock,204831756.0,mds_close,1915610462.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588441.0,obd_ping,394928.0,seq_query,75384.0,close,1884598.0,create,16.0,getattr,4.0,intent_lock,12456846.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:51 2020
0.16,3343.5,9.0,204.0,336.141884804,43399.0,0,8949.0,56587.0,17016.0,2789.3,3.0,62727.0,608532,353770033,549,2948,23,374341632,32768,0,31114,31113,27858,27845,34817,27858,1077936128,5916,0,0,0,38,41,0,0,20,0,18,0,6375777,4742721536,11142,18446744073709551615,94670223409152,94670223413088,140728167107024,0,0,0,0,2,16800973,0,0,0,17,0,0,0,0,0,0,94670225513792,94670225514520,94670239973376,140728167114872,140728167114930,140728167114930,140728167116778,0,7.1,0.5,4096,131072,6291456,4096,16384,4194304,req_waittime,29553621862.0,req_active,8701968.0,read_bytes,1.40254987469e+12,write_bytes,10737418240.0,ost_setattr,367027494.0,ost_read,28290472753.0,ost_write,190450181.0,ost_connect,1031.0,ldlm_cancel,418003295.0,obd_ping,370636.0,0.0,0.0,0.0,0.0,0.0,3671.0,req_waittime,42262093670.0,req_active,52856771.0,mds_getattr,936.0,mds_getattr_lock,204832285.0,mds_close,1915611067.0,mds_readpage,87144.0,mds_connect,356.0,mds_get_root,222.0,mds_statfs,225.0,mds_getxattr,183119053.0,ldlm_cancel,371588441.0,obd_ping,394928.0,seq_query,75384.0,close,1884600.0,create,16.0,getattr,4.0,intent_lock,12456856.0,rename,14.0,setattr,2000516.0,read_page,5045.0,unlink,1059481.0,getxattr,171916.0,intent_getattr_async,11.0,revalidate_lock,1564954.0,39,Mon Dec 14 20:03:52 2020
